,Echantillon,Type,Value,Depth_cm
9,C2,C,161.60824204086697,0.09
10,C2,C,154.03566344561992,0.1
11,C2,C,146.47191837354202,0.11
12,C2,C,138.93798997193602,0.12
13,C2,C,131.46298753363922,0.13
14,C2,C,124.07435492894197,0.14
15,C2,C,116.7918045694433,0.15
16,C2,C,109.63736796987337,0.16
17,C2,C,102.6310992895264,0.17
18,C2,C,95.78717559963964,0.18
19,C2,C,89.12236730824148,0.19
20,C2,C,82.65175855965998,0.2
21,C2,C,76.3731438936727,0.21
22,C2,C,70.27237255900701,0.22
23,C2,C,64.33329996266814,0.23
24,C2,C,58.555173214205865,0.24
25,C2,C,52.94579221862738,0.25
26,C2,C,47.51208681692545,0.26
27,C2,C,42.25899635281845,0.27
28,C2,C,37.19211809316296,0.28
29,C2,C,32.316401078123654,0.29
30,C2,C,27.635385515083748,0.3
31,C2,C,23.152993797120995,0.31
32,C2,C,18.89496241269093,0.32
33,C2,C,14.92653368178422,0.33
34,C2,C,11.313673739219288,0.34
35,C2,C,8.105198151078113,0.35000000000000003
36,C2,C,5.336607041603575,0.36
37,C2,C,3.0435469793404604,0.37
38,C2,C,1.2554983200055971,0.38
39,C2,C,0.0,0.39
0,B1,Db,0.0,
1,B1,SSE,0.0018210616139267832,
2,B1,R_int,-0.015933902203415323,
3,B1,r^2,0.998205917180122,
0,B1,R,0.0,0.0
1,B1,R,-0.06676619881768815,0.027857142857142858
2,B1,R,0.0,0.055714285714285716
3,B1,R,0.0,0.08357142857142857
4,B1,R,0.0,0.11142857142857143
5,B1,R,-0.08168022133780489,0.1392857142857143
6,B1,R,-0.08168022689114778,0.16714285714285715
7,B1,R,-0.040498534472763685,0.195
8,B1,R,-0.04049852996447481,0.22285714285714286
9,B1,R,-0.038548758310596475,0.2507142857142857
10,B1,R,-0.02744531158235431,0.2785714285714286
11,B1,R,-0.027445374249724968,0.30642857142857144
12,B1,R,-0.08952602124178811,0.3342857142857143
13,B1,R,-0.0016322250156890193,0.36214285714285716
14,B1,R,0.0,0.39
0,B1,C,229.61370679033683,0.0
1,B1,C,222.0837846772638,0.01
2,B1,C,214.21200821498715,0.02
3,B1,C,206.1742432858126,0.03
4,B1,C,198.0738748081957,0.04
5,B1,C,189.79378176781756,0.05
6,B1,C,181.17640466250865,0.06
7,B1,C,172.19356276079054,0.07
8,B1,C,162.8680046913626,0.08
9,B1,C,153.20978497422539,0.09
10,B1,C,143.24230081716024,0.1
11,B1,C,132.98856141202486,0.11
12,B1,C,122.5786833831158,0.12
13,B1,C,112.32341795889796,0.13
14,B1,C,102.55012720860091,0.14
15,B1,C,93.3609331258567,0.15
16,B1,C,84.80082980824015,0.16
17,B1,C,76.8880732452042,0.17
18,B1,C,69.49754515831843,0.18
19,B1,C,62.499077324766134,0.19
20,B1,C,55.83367619399337,0.2
21,B1,C,49.51549688285554,0.21
22,B1,C,43.559909708600316,0.22
23,B1,C,37.973814390155056,0.23
24,B1,C,32.75951761999687,0.24
25,B1,C,27.91170617700447,0.25
26,B1,C,23.39405950988016,0.26
27,B1,C,19.167322478386904,0.27
28,B1,C,15.217972977422452,0.28
29,B1,C,11.55119565449189,0.29
30,B1,C,8.170914494036062,0.3
31,B1,C,5.322516104550931,0.31
32,B1,C,3.2719916430590024,0.32
33,B1,C,2.10626671799445,0.33
34,B1,C,1.4596271029576182,0.34
35,B1,C,0.9626410512169172,0.35000000000000003
36,B1,C,0.47835326828342184,0.36
37,B1,C,0.0,0.37
0,L4,Db,0.0,
1,L4,SSE,0.0030657857551960833,
2,L4,R_int,-0.03168812121881526,
3,L4,r^2,0.9969967464961978,
0,L4,R,0.0,0.0
1,L4,R,-0.12969648752152052,0.02642857142857143
2,L4,R,-0.12953531408651212,0.05285714285714286
3,L4,R,0.0,0.07928571428571429
4,L4,R,0.0,0.10571428571428572
5,L4,R,-0.032764768248346475,0.13214285714285715
6,L4,R,-0.16180455216833803,0.15857142857142859
7,L4,R,-0.1617891112483259,0.185
8,L4,R,-0.07931192445722796,0.21142857142857144
9,L4,R,-0.07465553641611264,0.23785714285714288
10,L4,R,-0.074602351561141,0.2642857142857143
11,L4,R,-0.07460235179576942,0.2907142857142857
12,L4,R,-0.06709026263762514,0.31714285714285717
13,L4,R,0.0,0.3435714285714286
14,L4,R,0.0,0.37
0,L4,C,218.83527336407082,0.0
1,L4,C,207.46081689109215,0.01
2,L4,C,195.70569779497768,0.02
3,L4,C,184.02657416059031,0.03
4,L4,C,172.54824752099327,0.04
5,L4,C,161.3915697067209,0.05
6,L4,C,150.17539450964915,0.06
7,L4,C,138.47418538859924,0.07
8,L4,C,126.3191660943544,0.08
9,L4,C,113.72426785278212,0.09
10,L4,C,100.86170682779763,0.1
11,L4,C,87.91527641045596,0.11
12,L4,C,75.49981111459417,0.12
13,L4,C,64.28409006745436,0.13
14,L4,C,54.35821153785818,0.14
15,L4,C,45.7954716343845,0.15
16,L4,C,38.26435572050503,0.16
17,L4,C,31.405254909082927,0.17
18,L4,C,25.224729022199874,0.18
19,L4,C,19.72895542837979,0.19
20,L4,C,14.94342096161177,0.2
21,L4,C,10.888503426629056,0.21
22,L4,C,7.584331804634912,0.22
23,L4,C,5.048301613334809,0.23
24,L4,C,3.2543860018095585,0.24
25,L4,C,2.174606474215702,0.25
26,L4,C,1.4537160246840897,0.26
27,L4,C,0.7287006421618655,0.27
28,L4,C,0.0,0.28
0,J3,Db,0.0,
1,J3,SSE,0.005053926790767957,
2,J3,R_int,-0.02862330184331579,
3,J3,r^2,0.9950133064316704,
0,J3,R,0.0,0.0
1,J3,R,-0.14274678545164368,0.02
2,J3,R,-0.14274678471886665,0.04
3,J3,R,-0.13780795535966733,0.06
4,J3,R,-0.08250768465836374,0.08
5,J3,R,-0.07955184764817966,0.1
6,J3,R,-0.07900600146512242,0.12
7,J3,R,-0.04949990787408588,0.14
8,J3,R,-0.02270752780216201,0.16
9,J3,R,-0.022259079125428134,0.18
10,J3,R,-0.04624936901623055,0.2
11,J3,R,-0.06826764854775516,0.22
12,J3,R,-0.017152132346763712,0.24
13,J3,R,0.0,0.26
14,J3,R,0.0,0.28
0,J3,C,219.00925530953717,0.0
1,J3,C,206.58016269687178,0.01
2,J3,C,193.66312315633607,0.02
3,J3,C,180.67144537687435,0.03
4,J3,C,167.89351307920214,0.04
5,J3,C,155.46340150950138,0.05
6,J3,C,143.48592768137166,0.06
7,J3,C,132.07192783635864,0.07
8,J3,C,121.32235867378822,0.08
9,J3,C,111.19129706070083,0.09
10,J3,C,101.5774432667862,0.1
11,J3,C,92.40872919192684,0.11
12,J3,C,83.72497188049738,0.12
13,J3,C,75.5706367676226,0.13
14,J3,C,67.99203773724757,0.14
15,J3,C,61.02592777536386,0.15
16,J3,C,54.6607503469757,0.16
17,J3,C,48.809853035249844,0.17
18,J3,C,43.3741663527372,0.18
19,J3,C,38.26194947788271,0.19
20,J3,C,33.37498153543311,0.2
21,J3,C,28.672459736925312,0.21
22,J3,C,24.16225805519536,0.22
23,J3,C,19.8664149511351,0.23
24,J3,C,15.897708955314943,0.24
25,J3,C,12.371678228946385,0.25
26,J3,C,9.3984206897444,0.26
27,J3,C,7.085403788412043,0.27
28,J3,C,5.446419404787721,0.28
29,J3,C,4.256022119943424,0.29
30,J3,C,3.28466624776966,0.3
31,J3,C,2.433496011723256,0.31
32,J3,C,1.6246920272102576,0.32
33,J3,C,0.8134371908643465,0.33
34,J3,C,0.0,0.34
0,D4,Db,0.0,
1,D4,SSE,0.0021642197196406997,
2,D4,R_int,-0.014106884102147709,
3,D4,r^2,0.9978633478953608,
0,D4,R,0.0,0.0
1,D4,R,0.0,0.02428571428571429
2,D4,R,0.0,0.04857142857142858
3,D4,R,0.0,0.07285714285714287
4,D4,R,-2.5542668059473517e-10,0.09714285714285716
5,D4,R,-0.1417609421280727,0.12142857142857144
6,D4,R,-0.10200740762965346,0.14571428571428574
7,D4,R,-0.050283518308738555,0.17
8,D4,R,-0.029165282003947753,0.1942857142857143
9,D4,R,-0.02995014376373658,0.2185714285714286
10,D4,R,-0.007142405338205227,0.24285714285714288
11,D4,R,-0.023897717443646087,0.2671428571428572
12,D4,R,-0.045302752515126346,0.2914285714285715
13,D4,R,-0.009221306732033148,0.3157142857142858
14,D4,R,-0.00014936261489765232,0.34
0,D4,C,226.09466848223693,0.0
1,D4,C,219.03230918128625,0.01
2,D4,C,211.4937057478822,0.02
3,D4,C,203.4768465770984,0.03
4,D4,C,195.001886598081,0.04
5,D4,C,186.0908431813395,0.05
6,D4,C,176.75039798792747,0.06
7,D4,C,167.00603321370806,0.07
8,D4,C,156.8837509251432,0.08
9,D4,C,146.39515256830578,0.09
10,D4,C,135.5669014394075,0.1
11,D4,C,124.42516165647696,0.11
12,D4,C,112.98327317482284,0.12
13,D4,C,101.67010362670787,0.13
14,D4,C,91.00819432638345,0.14
15,D4,C,81.4917093648494,0.15
16,D4,C,73.04804801758587,0.16
17,D4,C,65.5900065200965,0.17
18,D4,C,59.00131733173938,0.18
19,D4,C,53.127726337812135,0.19
20,D4,C,47.80379010574908,0.2
21,D4,C,42.91004053360841,0.21
22,D4,C,38.38133908629132,0.22
23,D4,C,34.14859831368477,0.23
24,D4,C,30.198507674675664,0.24
25,D4,C,26.541986592017892,0.25
26,D4,C,23.189009719395226,0.26
27,D4,C,20.061782486351785,0.27
28,D4,C,17.07464772211923,0.28
29,D4,C,14.162588732917756,0.29
30,D4,C,11.39414368752409,0.3
31,D4,C,8.838860423203247,0.31
32,D4,C,6.57330383193019,0.32
33,D4,C,4.686132793933966,0.33
34,D4,C,3.266642771665994,0.34
35,D4,C,2.271310515487707,0.35000000000000003
36,D4,C,1.5558416336868433,0.36
37,D4,C,0.974865889764188,0.37
38,D4,C,0.4684833940603209,0.38
39,D4,C,0.0,0.39
0,E2,Db,0.0,
1,E2,SSE,0.005145025420602669,
2,E2,R_int,-0.013309661521239335,
3,E2,r^2,0.9948842311257151,
0,E2,R,0.0,0.0
1,E2,R,0.0,0.027857142857142858
2,E2,R,0.0,0.055714285714285716
3,E2,R,0.0,0.08357142857142857
4,E2,R,0.0,0.11142857142857143
5,E2,R,0.0,0.1392857142857143
6,E2,R,-0.06312523426240817,0.16714285714285715
7,E2,R,-0.08006453350690848,0.195
8,E2,R,-0.06621001005248275,0.22285714285714286
9,E2,R,-0.06055046605574646,0.2507142857142857
10,E2,R,-0.06055046004391481,0.2785714285714286
11,E2,R,-0.06055033822713087,0.30642857142857144
12,E2,R,-0.023027316289965506,0.3342857142857143
13,E2,R,0.0,0.36214285714285716
14,E2,R,0.0,0.39
0,E2,C,216.40071595175448,0.0
1,E2,C,210.2594708082016,0.01
2,E2,C,203.70409607410502,0.02
3,E2,C,196.73284250980456,0.03
4,E2,C,189.36323632084455,0.04
5,E2,C,181.61442324365007,0.05
6,E2,C,173.49221347800676,0.06
7,E2,C,165.01876568292965,0.07
8,E2,C,156.21669058347217,0.08
9,E2,C,147.09607649733616,0.09
10,E2,C,137.68010913743933,0.1
11,E2,C,127.99154014396218,0.11
12,E2,C,118.04196959652921,0.12
13,E2,C,107.85308691797485,0.13
14,E2,C,97.47880976496714,0.14
15,E2,C,87.16855848465867,0.15
16,E2,C,77.19176324324681,0.16
17,E2,C,67.72442855228408,0.17
18,E2,C,58.861964095306114,0.18
19,E2,C,50.704722165872056,0.19
20,E2,C,43.22735086088592,0.2
21,E2,C,36.395994499125145,0.21
22,E2,C,30.190076444107184,0.22
23,E2,C,24.604569020302932,0.23
24,E2,C,19.629889404759997,0.24
25,E2,C,15.276331928816884,0.25
26,E2,C,11.555703569240203,0.26
27,E2,C,8.477435094749904,0.27
28,E2,C,6.050541877102427,0.28
29,E2,C,4.2827357626565705,0.29
30,E2,C,3.0645662408624705,0.3
31,E2,C,2.2382067019851073,0.31
32,E2,C,1.652484787643668,0.32
33,E2,C,1.2085678353112994,0.33
34,E2,C,0.8066465242664542,0.34
35,E2,C,0.40376685641402305,0.35000000000000003
36,E2,C,0.0,0.36
0,I3,Db,0.0,
1,I3,SSE,0.0002968436836673507,
2,I3,R_int,-0.018875408583906912,
3,I3,r^2,0.9997105653107713,
0,I3,R,0.0,0.0
1,I3,R,0.0,0.025714285714285714
2,I3,R,-0.021775841465147258,0.05142857142857143
3,I3,R,0.0,0.07714285714285714
4,I3,R,0.0,0.10285714285714286
5,I3,R,-0.04573219487689606,0.12857142857142856
6,I3,R,-0.1630504785094617,0.15428571428571428
7,I3,R,-0.0002161353693495494,0.18
8,I3,R,-0.019246499745360923,0.2057142857142857
9,I3,R,-0.03588129246010428,0.23142857142857143
10,I3,R,-0.044048252254329644,0.2571428571428571
11,I3,R,-0.17376400480774434,0.28285714285714286
12,I3,R,-0.08352023423315462,0.30857142857142855
13,I3,R,0.0,0.3342857142857143
14,I3,R,0.0,0.36
0,I3,C,224.57237695097706,0.0
1,I3,C,217.09108181981367,0.01
2,I3,C,209.093391232667,0.02
3,I3,C,200.57698300753788,0.03
4,I3,C,191.61612682288475,0.04
5,I3,C,182.31028615402295,0.05
6,I3,C,172.66863784950272,0.06
7,I3,C,162.65314899465685,0.07
8,I3,C,152.2446187729141,0.08
9,I3,C,141.45551999956214,0.09
10,I3,C,130.33971082414354,0.1
11,I3,C,119.10985446297997,0.11
12,I3,C,107.97981135088827,0.12
13,I3,C,97.46806239851712,0.13
14,I3,C,88.14176114468776,0.14
15,I3,C,79.70523928435529,0.15
16,I3,C,71.48579437327355,0.16
17,I3,C,63.182785792688975,0.17
18,I3,C,54.892927120894186,0.18
19,I3,C,46.71720784487935,0.19
20,I3,C,38.750063643424205,0.2
21,I3,C,31.080407498991793,0.21
22,I3,C,23.76342051881859,0.22
23,I3,C,16.853407364798414,0.23
24,I3,C,10.911248360635334,0.24
25,I3,C,6.5952543260155725,0.25
26,I3,C,3.8719967558069674,0.26
27,I3,C,2.311771881070663,0.27
28,I3,C,1.4904897335308005,0.28
29,I3,C,0.9955763545103464,0.29
30,I3,C,0.49867308539543126,0.3
31,I3,C,0.0,0.31
0,G3,Db,0.0,
1,G3,SSE,0.0031497350145111985,
2,G3,R_int,-0.019946861217679523,
3,G3,r^2,0.9968754456848664,
0,G3,R,-1.4165598820442925e-10,0.0
1,G3,R,0.0,0.02214285714285714
2,G3,R,0.0,0.04428571428571428
3,G3,R,0.0,0.06642857142857142
4,G3,R,-0.024059382939314207,0.08857142857142856
5,G3,R,-0.07331578357209532,0.11071428571428571
6,G3,R,-0.06536381074231502,0.13285714285714284
7,G3,R,-0.04826337605626507,0.155
8,G3,R,-0.048263374411756856,0.17714285714285713
9,G3,R,-0.0964776114275563,0.19928571428571426
10,G3,R,-0.09661227089675777,0.22142857142857142
11,G3,R,-0.09188889900063928,0.24357142857142855
12,G3,R,-0.04046409787525173,0.2657142857142857
13,G3,R,-0.017846173413169606,0.2878571428571428
14,G3,R,-0.018014235184363493,0.31
0,G3,C,218.2188355931853,0.0
1,G3,C,210.60652108009504,0.01
2,G3,C,202.46876751510507,0.02
3,G3,C,193.80321204764851,0.03
4,G3,C,184.63251466759064,0.04
5,G3,C,174.98147036278382,0.05
6,G3,C,164.85768272246594,0.06
7,G3,C,154.28988194153106,0.07
8,G3,C,143.3590720187832,0.08
9,G3,C,132.1759900983276,0.09
10,G3,C,120.92041900423021,0.1
11,G3,C,109.84230058189053,0.11
12,G3,C,99.12338514657185,0.12
13,G3,C,88.78629309141839,0.13
14,G3,C,78.84020272459041,0.14
15,G3,C,69.24359615715791,0.15
16,G3,C,59.95521474726549,0.16
17,G3,C,51.00637215319347,0.17
18,G3,C,42.419896537508365,0.18
19,G3,C,34.420606313966665,0.19
20,G3,C,27.2708478388968,0.2
21,G3,C,21.064821754664372,0.21
22,G3,C,15.830129340013775,0.22
23,G3,C,11.57678502703595,0.23
24,G3,C,8.299632201275951,0.24
25,G3,C,5.889993798535141,0.25
26,G3,C,4.097758654672065,0.26
27,G3,C,2.708640518765695,0.27
28,G3,C,1.6107916627695258,0.28
29,G3,C,0.7069692762222326,0.29
30,G3,C,0.0,0.3
0,A4,Db,0.0,
1,A4,SSE,0.005422127606448893,
2,A4,R_int,-0.020451856624292497,
3,A4,r^2,0.9946469272572633,
0,A4,R,0.0,0.0
1,A4,R,0.0,0.02142857142857143
2,A4,R,0.0,0.04285714285714286
3,A4,R,0.0,0.06428571428571428
4,A4,R,-0.038675287728007365,0.08571428571428572
5,A4,R,-0.04437654343673784,0.10714285714285715
6,A4,R,-0.044037839679038696,0.12857142857142856
7,A4,R,-0.0316536998601233,0.15
8,A4,R,-0.020314611477608668,0.17142857142857143
9,A4,R,-0.020314616215226504,0.19285714285714287
10,A4,R,-0.08143329042776477,0.2142857142857143
11,A4,R,-0.15653865735341435,0.2357142857142857
12,A4,R,-0.1555899230430563,0.2571428571428571
13,A4,R,-0.04334551464589975,0.2785714285714286
14,A4,R,0.0,0.3
0,A4,C,221.6129239236099,0.0
1,A4,C,214.2602132447005,0.01
2,A4,C,206.39998263546076,0.02
3,A4,C,198.02994982629906,0.03
4,A4,C,189.17200203030998,0.04
5,A4,C,179.8500886483838,0.05
6,A4,C,170.071553963484,0.06
7,A4,C,159.86414838062274,0.07
8,A4,C,149.41201680659333,0.08
9,A4,C,138.90081264111188,0.09
10,A4,C,128.40474350333167,0.1
11,A4,C,117.99708402281438,0.11
12,A4,C,107.71102048588045,0.12
13,A4,C,97.58837632861173,0.13
14,A4,C,87.60974736506586,0.14
15,A4,C,77.74076839125762,0.15
16,A4,C,67.95466321986828,0.16
17,A4,C,58.219286807430066,0.17
18,A4,C,48.54977588179341,0.18
19,A4,C,38.96547504973306,0.19
20,A4,C,29.8032106956746,0.2
21,A4,C,21.404061294310058,0.21
22,A4,C,14.194454239591973,0.22
23,A4,C,8.607405503752755,0.23
24,A4,C,4.667712880668842,0.24
25,A4,C,2.39776982688214,0.25
26,A4,C,1.2052831998887232,0.26
27,A4,C,0.4842964399954836,0.27
28,A4,C,0.0,0.28
0,B4,Db,0.0,
1,B4,SSE,0.002490536323436553,
2,B4,R_int,-0.01722001626168948,
3,B4,r^2,0.9975299998058523,
0,B4,R,0.0,0.0
1,B4,R,0.0,0.02
2,B4,R,-0.07339950851309539,0.04
3,B4,R,-0.09515434273938413,0.06
4,B4,R,-0.07089470453480631,0.08
5,B4,R,-0.03296800974032972,0.1
6,B4,R,-0.03295953094849743,0.12
7,B4,R,-0.048300846117377866,0.14
8,B4,R,-0.048779544580942,0.16
9,B4,R,-0.033104511445650874,0.18
10,B4,R,-0.03310451390381699,0.2
11,B4,R,-0.038529259303150286,0.22
12,B4,R,-0.028539067425510586,0.24
13,B4,R,0.0,0.26
14,B4,R,0.0,0.28
0,B4,C,229.02610610525636,0.0
1,B4,C,220.41921414834204,0.01
2,B4,C,211.21823255604141,0.02
3,B4,C,201.42048976290758,0.03
4,B4,C,191.0896029690924,0.04
5,B4,C,180.44419219537875,0.05
6,B4,C,169.71076722202739,0.06
7,B4,C,159.10175341281177,0.07
8,B4,C,148.75786260412815,0.08
9,B4,C,138.8073784365392,0.09
10,B4,C,129.30466730302624,0.1
11,B4,C,120.24306168980608,0.11
12,B4,C,111.5941317649707,0.12
13,B4,C,103.28986750411083,0.13
14,B4,C,95.24264303058573,0.14
15,B4,C,87.35622244749815,0.15
16,B4,C,79.6567987938867,0.16
17,B4,C,72.1679946571537,0.17
18,B4,C,64.92270358224192,0.18
19,B4,C,57.99767705783772,0.19
20,B4,C,51.469430335434375,0.2
21,B4,C,45.38315926709371,0.21
22,B4,C,39.75741397340688,0.22
23,B4,C,34.60867928207949,0.23
24,B4,C,29.9052070275015,0.24
25,B4,C,25.59644758583407,0.25
26,B4,C,21.62929392453611,0.26
27,B4,C,18.005252477297727,0.27
28,B4,C,14.730322248555556,0.28
29,B4,C,11.812778164472364,0.29
30,B4,C,9.27842414476869,0.3
31,B4,C,7.153215725161441,0.31
32,B4,C,5.440476704816093,0.32
33,B4,C,4.102669896516816,0.33
34,B4,C,3.1017287464869603,0.34
35,B4,C,2.3557722327501347,0.35000000000000003
36,B4,C,1.749625962220617,0.36
37,B4,C,1.1673488200525008,0.37
38,B4,C,0.5841157503248728,0.38
39,B4,C,0.0,0.39
0,J2,Db,0.0,
1,J2,SSE,0.0018967996925601642,
2,J2,R_int,-0.03174066193768994,
3,J2,r^2,0.998153260679065,
0,J2,R,0.0,0.0
1,J2,R,0.0,0.027857142857142858
2,J2,R,-0.1154586103177754,0.055714285714285716
3,J2,R,-0.15262166833160556,0.08357142857142857
4,J2,R,-0.08436066424569509,0.11142857142857143
5,J2,R,-0.040052916609194654,0.1392857142857143
6,J2,R,-0.0823454066419485,0.16714285714285715
7,J2,R,-0.08234540331494745,0.195
8,J2,R,-0.039627804760459066,0.22285714285714286
9,J2,R,-0.07989952715232945,0.2507142857142857
10,J2,R,-0.22421777824946051,0.2785714285714286
11,J2,R,-0.08655748066027134,0.30642857142857144
12,J2,R,0.0,0.3342857142857143
13,J2,R,0.0,0.36214285714285716
14,J2,R,0.0,0.39
0,J2,C,211.46739453437823,0.0
1,J2,C,200.44408445881385,0.01
2,J2,C,188.62451424531721,0.02
3,J2,C,176.03204483472166,0.03
4,J2,C,163.11234147259125,0.04
5,J2,C,150.33890659419217,0.05
6,J2,C,137.9541440495712,0.06
7,J2,C,126.15179285212325,0.07
8,J2,C,114.77253782657698,0.08
9,J2,C,103.62909551300335,0.09
10,J2,C,92.5970688698989,0.1
11,J2,C,81.67275995838052,0.11
12,J2,C,71.09807442284975,0.12
13,J2,C,61.04978335274832,0.13
14,J2,C,51.585102126425504,0.14
15,J2,C,42.638142631677226,0.15
16,J2,C,34.028976690096,0.16
17,J2,C,25.813550312763507,0.17
18,J2,C,18.23158060904986,0.18
19,J2,C,11.89690186878492,0.19
20,J2,C,7.6431300097533015,0.2
21,J2,C,5.201892385966238,0.21
22,J2,C,3.839735271192384,0.22
23,J2,C,3.025677633914389,0.23
24,J2,C,2.2760348399928536,0.24
25,J2,C,1.521545733801845,0.25
26,J2,C,0.7627603142945524,0.26
27,J2,C,0.0,0.27
0,L1,Db,0.0,
1,L1,SSE,0.022049726625084153,
2,L1,R_int,-0.03025498189603256,
3,L1,r^2,0.978178256318954,
0,L1,R,0.0,0.0
1,L1,R,-0.016280263477909864,0.019285714285714288
2,L1,R,-0.07527787647777766,0.038571428571428576
3,L1,R,-0.11381630802977051,0.057857142857142864
4,L1,R,-0.11381942246450229,0.07714285714285715
5,L1,R,-0.11238986312526825,0.09642857142857145
6,L1,R,-0.06988081254941027,0.11571428571428573
7,L1,R,-0.0699114166775291,0.135
8,L1,R,-0.07024304778781608,0.1542857142857143
9,L1,R,-0.09485048387694518,0.1735714285714286
10,L1,R,-0.10232656775299741,0.1928571428571429
11,L1,R,-0.10232656741835658,0.21214285714285716
12,L1,R,-0.00014347379384069083,0.23142857142857146
13,L1,R,0.0,0.2507142857142857
14,L1,R,0.0,0.27
0,L1,C,209.6012645853431,0.0
1,L1,C,198.68979219886222,0.01
2,L1,C,187.03897420775107,0.02
3,L1,C,174.7035763532648,0.03
4,L1,C,161.93175643411573,0.04
5,L1,C,149.00672949429918,0.05
6,L1,C,136.13967013994997,0.06
7,L1,C,123.5877969651209,0.07
8,L1,C,111.4630900118752,0.08
9,L1,C,99.85201046154523,0.09
10,L1,C,88.84767801528716,0.1
11,L1,C,78.53385474044582,0.11
12,L1,C,68.7838743485806,0.12
13,L1,C,59.461882579312146,0.13
14,L1,C,50.61833049681299,0.14
15,L1,C,42.29132598195804,0.15
16,L1,C,34.52373119398676,0.16
17,L1,C,27.353682282247462,0.17
18,L1,C,20.936649485595126,0.18
19,L1,C,15.43379179993062,0.19
20,L1,C,10.91544477325878,0.2
21,L1,C,7.447227848795277,0.21
22,L1,C,5.053936463471873,0.22
23,L1,C,3.7566448897247002,0.23
24,L1,C,3.0122453148399266,0.24
25,L1,C,2.2646183917744094,0.25
26,L1,C,1.5135312776987395,0.26
27,L1,C,0.7585095963821019,0.27
28,L1,C,0.0,0.28
0,D3,Db,0.0,
1,D3,SSE,0.015027742754907251,
2,D3,R_int,-0.018350246883310373,
3,D3,r^2,0.9851360267056883,
0,D3,R,0.0,0.0
1,D3,R,0.0,0.02
2,D3,R,-0.05675562035606678,0.04
3,D3,R,-0.05675562186549209,0.06
4,D3,R,-0.056755586453169124,0.08
5,D3,R,-0.021007540416072754,0.1
6,D3,R,-0.021007524089787913,0.12
7,D3,R,-0.02100752938480348,0.14
8,D3,R,-0.02100752553209004,0.16
9,D3,R,-0.04967530733091044,0.18
10,D3,R,-0.11850220567101788,0.2
11,D3,R,-0.11850219724912864,0.22
12,D3,R,-0.02991991135445012,0.24
13,D3,R,0.0,0.26
14,D3,R,0.0,0.28
0,D3,C,224.89377492115833,0.0
1,D3,C,217.08769701914048,0.01
2,D3,C,208.71775321619427,0.02
3,D3,C,199.78108891985107,0.03
4,D3,C,190.40808795477358,0.04
5,D3,C,180.81029239381476,0.05
6,D3,C,171.1543228011913,0.06
7,D3,C,161.50954923113613,0.07
8,D3,C,151.94191103038096,0.08
9,D3,C,142.49911408201334,0.09
10,D3,C,133.2410046006709,0.1
11,D3,C,124.14460616500055,0.11
12,D3,C,115.10569719435996,0.12
13,D3,C,106.04805684643604,0.13
14,D3,C,97.0005658321253,0.14
15,D3,C,87.9821521404342,0.15
16,D3,C,79.0175148477436,0.16
17,D3,C,70.12908119550791,0.17
18,D3,C,61.331719203191355,0.18
19,D3,C,52.644027275697034,0.19
20,D3,C,44.1011165327017,0.2
21,D3,C,35.84482810855506,0.21
22,D3,C,28.02284385140889,0.22
23,D3,C,20.929909840273545,0.23
24,D3,C,14.902629524248303,0.24
25,D3,C,10.145570703857436,0.25
26,D3,C,6.678065338057074,0.26
27,D3,C,4.485953579260738,0.27
28,D3,C,3.161578724098963,0.28
29,D3,C,2.2898664559416764,0.29
30,D3,C,1.6507084677220736,0.3
31,D3,C,1.1020226890639988,0.31
32,D3,C,0.5517450919373735,0.32
33,D3,C,0.0,0.33
0,E4,Db,0.0,
1,E4,SSE,0.0028108299900082294,
2,E4,R_int,-0.01823616750581935,
3,E4,r^2,0.9972236627919897,
0,E4,R,0.0,0.0
1,E4,R,0.0,0.023571428571428573
2,E4,R,0.0,0.047142857142857146
3,E4,R,-0.05134107862824794,0.07071428571428572
4,E4,R,-0.08575800785859895,0.09428571428571429
5,E4,R,-0.06279140733435291,0.11785714285714287
6,E4,R,-0.013749098934858556,0.14142857142857143
7,E4,R,-0.02782135622101556,0.165
8,E4,R,-0.03469600312536288,0.18857142857142858
9,E4,R,-0.048116253175140636,0.21214285714285716
10,E4,R,-0.0641392407116595,0.23571428571428574
11,E4,R,-0.07695693103746694,0.2592857142857143
12,E4,R,-0.10192491531717152,0.28285714285714286
13,E4,R,-5.314117050440939e-05,0.30642857142857144
14,E4,R,0.0,0.33
0,E4,C,201.9497190012516,0.0
1,E4,C,194.6668645568634,0.01
2,E4,C,186.85793884670503,0.02
3,E4,C,178.52027861507918,0.03
4,E4,C,169.677417611778,0.04
5,E4,C,160.35519175614218,0.05
6,E4,C,150.66137640363056,0.06
7,E4,C,140.81727258098726,0.07
8,E4,C,131.0434218617799,0.08
9,E4,C,121.51974550802038,0.09
10,E4,C,112.41928445248308,0.1
11,E4,C,103.71807600652666,0.11
12,E4,C,95.36879182429928,0.12
13,E4,C,87.21880564058941,0.13
14,E4,C,79.0893399909105,0.14
15,E4,C,70.98019436617145,0.15
16,E4,C,62.97728130734894,0.16
17,E4,C,55.15086273734193,0.17
18,E4,C,47.54946119283038,0.18
19,E4,C,40.23452206376387,0.19
20,E4,C,33.288996381446,0.2
21,E4,C,26.79349466751873,0.21
22,E4,C,20.84333545156452,0.22
23,E4,C,15.533472782342503,0.23
